urn,author,title,year,lang,url
2012032024086,"Ring, Barbra",Tertit,1905,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012032024086
2014021006056,,Christiania i vor og svunden Tid,1898,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014021006056
2008121903001,,Almindelig Stemmeret er de Radikales første Krav,1891,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008121903001
2009052603031,"Piene, Kr.",Emner og tanker,1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009052603031
2016051048041,"Blüthgen, Victor",Luttret,1884,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016051048041
2009020400089,"Resvoll, Thekla R.",Biologi for gymnasiet,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020400089
2016010408015,"Ibsen, Henrik",Peer Gynt,1906,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016010408015
2014031808046,"Heddle, Ethel F.",Kjærlighed og Løgn,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014031808046
2016051948097,"Kabisch, Richard",Guds hjemkomst,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016051948097
2011042608045,"Petersen, Peter","Betænkning over (1ste) ""Udkast til en Lov angaaende Bergverkerne, med Undtagelse af Kongsberg Sølvverk, affattet i Committeen for Kongeriget Norges Lovgivning, Christiania, 1818""",1824,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011042608045
2007091110001,"Hegdahl, I. H.",Trondhjemsstumpen og Kapteinen,1884,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2007091110001
2016041908096,"Svensen, Sven",Grammatik II,1903,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016041908096
2011110908116,"Drolsum, A.C.",Skal Norge bære Skylden for Ufreden i Norden?,1903,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011110908116
2009012803019,"Hagemann, Axel","Vore norske Forstinsekter eller de for Skovene skadelige og nyttige Insekter, deres Optræden og Udbredelse i Norge",1891,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009012803019
2008052104085,,"Beretning angaaende Røros verks tilstand m.m., fra den i generalforsamling i verket den 29. april 1902 nedsatte komite",1902,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008052104085
2010021803044,,Bibelsk Naturhistorie for Skoler og Familier,1853,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010021803044
2014011508153,"Vogt, Volrath",Bibelhistorie med lidt af Kirkens Historie,1885,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014011508153
2014022708220,,Norsk læsebog,1868,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014022708220
2013050224041,"Ibsen, Henrik",De Unges Forbund,1869,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013050224041
2010100612004,"Sverdrup, Georg","lutherske Frikirkes ""ledende Principer""",1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010100612004
2015062908113,"Beer, Johannes",Læren om mennesket og dyrene,1884,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015062908113
2012052204021,,Indstilling fra den i Anledning af Nordre Throndhjems Amts Sygehuse nedsatte Kommission,1870,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012052204021
2009020600013,"Eriksen, Magnus",Lærebok i almindelig geografi for folkeskolen,1910,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020600013
2008121612008,"Wiese, Ludvig",Bidrag til Ideer om 4de overordentlige Storthings Medlemmer,1839,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008121612008
2011111724005,"Uchermann, V.",Lægebog for sjømænd,1902,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011111724005
2009090210002,"Peterson, Matthias Conrad","Bemærkninger over adskillige, paa det ordentlige Storthing i Aaret 1821 fremsatte, Constitutions-Forslag, der ere udsatte til Afgjørelse paa det ordentlige Storthing, som skal holdes i Aaret 1824",1823,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009090210002
2008091910001,"Vogt, Volrath",Bibelhistorie med litt av kirkens historie,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008091910001
2010072723010,"Storm, Eilert",Alene i Urskogen,1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010072723010
2012070608251,"Suttner, Bertha von",Ned med Vaabnene,1891,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012070608251
2008101004041,"Ræder, A.",Historisk lærebog for middelskolen,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008101004041
2006111701062,"Egge, Peter",Stridsmænd,1896,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006111701062
2012042508089,"Prydz, Alvilde",Mennesker,1892,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012042508089
2009020600069,"Julsrud, Johan","Praktisk vejledning i modersmaalets skriftlige behandling, nærmest for folkeskolen",1881,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020600069
2012073108008,"Reusch, Hans",Elementerne af Mineralogi og Geologi for Middelskolen,1880,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012073108008
2013110808102,"Stoughton, John",Luther ude og Hjemme,1880,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013110808102
2010020103007,"Hansen, Maurits",Første Omrids af Grammatiken,1848,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010020103007
2015061048002,"Hjelm, Claus Winter.","Betænkning og Forslag til Lov om Grændserne for Religionsfriheden, og navnlig om Separatister og gudelige Forsamlinger",1840,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015061048002
2015082608079,Thomas à Kempis,Fire Bøger om Kristi Efterfølgelse,1898,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015082608079
2009020600073,"Nissen, R. Tønder",Kirkehistorie nærmest til Skolebrug,1869,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020600073
2008121600051,"Johannesen, Ole",Lærebog i Kemiens Elementer,1897,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008121600051
2015110608199,,Det første norske søassurancemødes forhandlinger,1883,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015110608199
2009082503027,"Nygaard, M.",Eddasprogets Syntax,1865,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009082503027
2011102424012,"Dreyfus, Alfred",Fem Aar af mit Liv,1901,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011102424012
2012100907124,"Zwilgmeyer, Dikken",Mægler Porsvold og andre historier,1902,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012100907124
2016010508029,,Forslag fremsatte til Behandling paa det 8de ordinære Generalmøde,1905,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016010508029
2014052108191,"Johannesen, Ole",Facitbog til Praktisk regnebog,1883,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014052108191
2012110807139,,"Melodier til ""En liden Visebog for Hjemmet"" ved Karl Seip",1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012110807139
2014082208074,"Das, Bhagavan",Følelsernes Videnskab,1906,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014082208074
2015050748032,"Thiis, A.",Forelæsninger over mekanik,1905,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015050748032
2016030808031,"Pavels, Claus",Claus Pavels's Dagbogs-Optegnelser 1815-1816,1867,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016030808031
2007052212004,"Bergvitz, Paul P.","Underdanigst Andragende til Norges ottende ordentl. Storthing med en kort Biographi over de mod Forfatteren stedfundne, formeentlig lovstridige Handlinger",1836,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2007052212004
2013042608021,"Feragen, A.M.",Udmaalingsbog,1873,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013042608021
2013010308234,"Bojer, Johan",folketog,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013010308234
2016050448042,,Indstilling til Lov om Statskontrol med Skibes Sjødygtighed,1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016050448042
2014070308105,"Olsen, Rolf",Tolvte ordentlige Storthing,1850,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014070308105
2008040704013,"Bryant, Ernest A.",Sin egen lykkes smed,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008040704013
2009062910002,"Dunker, Bernhard","Justitssagen mod Ole Gulbrandsen Engelstad, saaledes som den i Høiesteret er bleven fordragen af Actor, Advocat Dunker",1846,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009062910002
2011070508076,"Bugge, Chr. A.",De fire Temperamenter,1881,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011070508076
2011101312001,"Outcault, R.F.",Buster Browns skøierstreker,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011101312001
2006111600056,"Cornill, Carl Heinrich",israelitiske Profetisme,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006111600056
2016051048169,"Hansen, Ole Martin",norske kirkes historie for hjemmet,1890,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016051048169
2012031212001,"Frey, W.","Fangevokterens Datter, eller En Uskyldigs Flugt fra Fængselet Blytagene i Venedig : Fortælling",1890,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012031212001
2006111400022,"Smiles, Samuel",Selvhjælp,1877,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006111400022
2013081908031,"Huitfeldt, Emil",Indberetning angaaende det britiske konsulatvæsen,1902,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013081908031
2014032408117,"Aall, Hans Jørgen Christian.",Optegnelser om religiøse Spørgsmaal,1897,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014032408117
2011060106078,"Føyn, A. Ch.",Praktisk regnebog for middelskolen,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011060106078
2016041548025,"Hansen, Maurits",Mauritz Hansens Noveller og Fortællinger,1855,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016041548025
2013050224046,"Ibsen, Henrik",Når vi døde vågner,1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013050224046
2006112401017,"Jansen, J.J.",Tvil,1892,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006112401017
2012020208035,"Layritz, Paul Eugen",Veiledning til en forstandig og christelig Børneopdragelse,1833,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012020208035
2016051048082,,"Huus-Postil, eller En Samling af forskjellige Forfatteres, meest Luthers, Franckes og Pontoppidans Betragtninger over Søn- og Festdages deels Høimesse-, deels Aftensangs-Texter : samlede til en Aargang, og udgivne i den Hensigt, at befordre og vedligeholde christelig Huus-Andagt",1878,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016051048082
2016062708092,"Abrahamsen, Augusta",Radikalerens hustru ; Mammon ; Faderløs ; Henrik,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016062708092
2014120206024,"Paulsen, John",Mol og Dur,1876,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014120206024
2014070708143,,Skrifter utgitt for Kjeldeskriftfondet,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014070708143
2007080810000,"Wergeland, Henrik",To breve til Kapitain Ludvig Mariboe,1836,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2007080810000
2016031048014,,Porsgrunds-udstillingen 1907,1907,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016031048014
2009020600134,"Schjøth, Anton",Lærebog i de 4 Species og Proportionsregning,1868,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020600134
2008090200024,"Rolfsen, Nordahl",enshistorien for de unge i skole og hjem,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008090200024
2014020308009,"Sars, Johan Ernst",Udsigt over den norske historie,1877,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014020308009
2008092603011,"Schweigaard, Anton Martin",Commentar over Den norske Criminallov,1844,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008092603011
2006082500010,"Munch, A.",Lord William Russell,1857,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006082500010
2014110308251,"Heyerdahl, Elise",Geografisk schema for 2den og 3dje smaaklasse,1888,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014110308251
2011080820001,"Weber, Richard",Kvinden som hustru og mor,1900,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011080820001
2006112300060,,Sigmund Brestessøns Saga,1861,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006112300060
2006082400061,"Dahl, Ludvig",Værn og Fæste,1889,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006082400061
2012101007010,"Falkberget, Johan",Vargfjeldet,1910,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012101007010
2013080908106,"Lerche, Frederik Georg","Om Capital, Penge, Credit og Bankvæsen",1868,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013080908106
2016101448030,"Glaubrecht, O.",Kalendermanden fra Veitsborg,1869,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016101448030
2014120408098,"Jølsen, Gudrun",Slegten Holmsen 1634-1909,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014120408098
2014030528003,"Wergeland, Henrik","Tale ved en Borgerfest i Eidsvoll ""Til Forfædrenes Minde""",1834,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014030528003
2016111748568,"Luther, Martin","Martin Luthers alvorlige formaning til Den hellige Nadvere, samt et udtog af en tale om Sakramentets værdige annammelse",1864,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016111748568
2009080603009,"Hallager, Fr.",norske Obligationsret,1859,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009080603009
2009081403001,"Konow, Wollert",Breve,1859,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009081403001
2009020900057,"Sørensen, H.L.",Planterigets Naturhistorie for Middelskolen,1881,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020900057
2014082208146,,Codex Frisianus,1871,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014082208146
2014052308100,,Kristendommen i de tre første Aarhundreder,1873,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014052308100
2013102108132,"Oftedal, Lars","Bethania-Kvartalet ; Dissenterlovsagen ; Vanvidets Dage, eller De høikirkelige Opraab til Kamp mod Kirkestyrelsen",1885,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013102108132
2006112300016,"Hall, Birger",Kirkehistorie for Folket,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006112300016
2010070206172,,Europæisk Digtning,1900,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010070206172
2008091800046,"Petri, Ludwig Adolf",Lærebog i den christelige Religion,1854,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008091800046
2010021700059,"Johnson, Gisle",Forelæsninger over den kristelige Ethik,1898,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010021700059
2011072220002,"Tranaas, F.K.",Kamp,1900,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011072220002
2014070107014,"Huitfeldt, Fritz",Skiløbning,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014070107014
2009013003003,"Fallize, Jean-Baptiste",Kvinden i skriftestolen,1892,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009013003003
2010063006113,"Fleischer, Hans H.",Engelsk grammatik til skolebrug,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010063006113
2010060106052,"Nordenskiöld, A.E.",Vegas Reise omkring Asia og Europa,1881,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010060106052
2007101510009,,Norske bygdesagn,1870,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2007101510009
2008052602001,"Holmboe, H.",Tale ved Reformationsfestens Høitideligholdelse i Bergens Kathedralskole den 6. November 1837,1837,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008052602001
2012041608064,"Bull, Jacob B.",Bondeoprøret,1900,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012041608064
2010062822003,"Aguilar, Grace",Hjemmets Indflydelse,1898,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010062822003
2013101508140,"Norby, Jakob",Ordliste til norsk retskrivning,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013101508140
2009011512005,"Schiøtz, Joh.s",Kort Veiledning i Skogplantning og Høstning af Træfrø,1880,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009011512005
2013061408112,"Lunde, Nils",Vaagn op,1910,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013061408112
2012053012002,"Bøgh, Johan",bergensk guldsmed-dynasti,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012053012002
2009092403020,"Ahlfeld, Friedrich",Menneskelivet i Guds Ords Lys,1865,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009092403020
2016083008053,Arthur H.,Norske Statsmænd,1898,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016083008053
2009042204005,"Horn, C. W. Ludv.",Geografi for forskolen,1901,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009042204005
2014061308112,"Hanssen, S.",Inden hjemmets døre,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014061308112
2013061708135,"Øyen, Andreas Wilhelm Wexels",Digte,1878,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013061708135
2008040200067,"Ebbesen, J.",Lærebog i Landmåling,1896,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008040200067
2014030308468,"Olstad, Harald.",Johannes den Døber og hans Samtid,1907,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014030308468
2014010906102,"Finne, Gabriel",Filosofen,1889,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014010906102
2016060926004,,"Hørd Grimkjeldsøns saga, eller De fredløse på holmen",1849,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016060926004
2014030308296,"Johannesen, Ole",Praktisk regnebog,1905,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014030308296
2011113024005,,"Forhandlinger i konstituerende Generalforsamling i Norsk Arbeidsgiverforening, afholdt i Kristiania 19de - 21de November 1900",1901,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011113024005
2008040804142,"Fett, Harry",islandsk tegnebog fra middelalderen,1910,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008040804142
2009091403021,"Luther, Martin",Dr. Martin Luthers Udførlige Udlæggelse af første Mosebog,1864,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009091403021
2016061326008,"Schrader, Hermann",Farvebog,1837,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016061326008
2013062808030,"Bentzen, Bent Mogens",Minder fra mit barndoms- og reiseliv,1893,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013062808030
2015121008013,,Plan  for Porsgrunds kommunale middelskole,1879,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015121008013
2010011912001,"Sundt, Eilert",Om sædeligheds-Tilstanden i Norge,1866,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010011912001
2016030426007,"Aarflot, Sivert",Aarflots Nye Regnebog for Bondebrug,1817,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016030426007
2006081800003,,liden Skolepsalmebog,1868,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006081800003
2015050748040,"Thiis, A.",Forelæsninger over mekanik,1905,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015050748040
2015013008098,"Bugge, F.W.",Lukas-evangeliet,1889,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2015013008098
2010070606082,"Piene, Kr.",Emner og tanker,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010070606082
2009042303002,"Vogt, J.H.L.",Nikkelforekomster og Nikkelproduktion,1892,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009042303002
2016011508043,"Jaabæk, Søren",Kongers og Keiseres Levevis,1886,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016011508043
2010070506128,,enskulturen,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010070506128
2014022408007,"Larsen, C.F.",Antropologiske Studier vedrørende den Nordenfjeldske Befolkning,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014022408007
2010062306048,"Jensen, O.",Norges historie i fortællinger for skolen og hjemmet,1907,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010062306048
2014101638100,"Hertzberg, Ebbe",Norges statsretslige Stilling,1902,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014101638100
2008060404033,"Storm, V.",Vejledning i Throndhjems Omegns Flora,1869,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008060404033
2013061108054,"Sand, Augusta.",Augusta Sands tegnebog for barneskolen,1906,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013061108054
2006111700038,"Kræmmer, Elias",Kram,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006111700038
2012121308023,"Gundersen, B.",Udtog af den politiske geografi,1882,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012121308023
2009020300044,"Aars, J.",Norske retskrivnings-regler,1887,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020300044
2010052706006,,Indbydelsesskrift til den offentlige Examen,1881,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010052706006
2009020903028,"Lie, Mons",Drømmers Bog,1895,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009020903028
2010082510006,,Haakon Magnussøns Saga,1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010082510006
2010120706042,,Indbydelsesskrift til den offentlige Examen i Bergens Kathedralskole,1871,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010120706042
2012042012002,"Eckstein, Fritz",Trampernes Overfald,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012042012002
2008102100060,"Arendt, Rudolf.",Kortfattet lærebog i kemi,1898,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008102100060
2014050824020,,Katalog over Norges geografiske opmålings norske landkartsamling 1. december 1904,1904,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014050824020
2009010703012,"Lie, John",Grindals-Saga,1892,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009010703012
2009032303020,"Hansen, P.",Kjøb for Kontant!,1899,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009032303020
2011062420013,"Ross, Immanuel","Om den engelske Romans og Novelles Udvikling fra Middelalderen til Nutiden, tildels belyst ved Citater",1880,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011062420013
2008010210011,"Gleditsch, Hjalmar",H.M. Stanleys samtlige reiser i Afrika,1890,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008010210011
2012050708193,"Halvorson, G.",Naturhistorie for folkeskolen,1903,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012050708193
2009072901005,"Tollefsen, A.",Barnelærdommen,1909,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009072901005
2014082608122,"Welhaven, J.S.",Udvalgte digte,1896,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014082608122
2007082002001,"Rode, Fr.","Optegnelser fra Finmarken, samlede i Aarene 1826-1834",1842,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2007082002001
2012061308013,,Program for den 7de skand. Arbeiderkongres i Kristiania 6te-8de september 1907,1907,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012061308013
2008010210003,"Holth, J. Chr. August",Forsøg til Besvarelse af et Par Tidsspørgsmaal,1864,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008010210003
2016072026013,"Nordhuus, John A.",Beskrivelse over Brønøe Hovedsogn,1848,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016072026013
2014010708113,,Øvelsestabeller,1892,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014010708113
2009012203009,"Farstad, N.P.S.",Kort forklaring over de fem parter i Dr. M. Luthers lillekatekismus,1891,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009012203009
2014022008003,"Nesheim, Britha",Om bruk av grønsaker og frugt i husholdningen,1908,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014022008003
2008072410002,"Bjørnson, Bjørnstjerne",Nye Fortællinger,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008072410002
2010052706062,"Bormann, K.",Om Almuskolen,1870,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010052706062
2010020503008,"Nicolaysen, N.",Norske Stiftelser,1858,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010020503008
2006082500053,"Bugge, Alexander",Udvalgte Sagaer,1901,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006082500053
2016070808078,"Finch, Henr.",Erklæring afgivet over det ved det Kgl. Kirkedepartement udarbeidede Udkast til Forslag angaaende Døvstummeundervisningens Organisation m.v,1885,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016070808078
2008100204005,"Nygaard, M.",Oldnorsk læsebog for begyndere,1901,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2008100204005
2014110308108,"Dethloff, Birger J.",Lærebog i Handelsregning med Opgavesamling,1903,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014110308108
2009061710003,"Obstfelder, Sigbjørn",To novelletter,1895,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009061710003
2011111024047,"Børresen, Jacob",brist i karakteren,1902,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2011111024047
2014060328002,"Johnson, G.D.B.","Beretning om Veivæsenets Forfatning inden Lister og Nedenæs Amter, da jeg, den 7de Septbr. 1827, overtog Bestyrelsen som const. Veimester, samt om min Virksomhed som saadan, indtil min Aftrædelse d. 1ste Jan. 1842",1842,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014060328002
2009061013011,"Hamsun, Knut",Bjørger,1878,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2009061013011
2014061108127,"Harbitz, H.",Læsning for Folket,1876,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014061108127
2014042308053,,Beretning om Mynt-Kontrol-Kommissionens anden Undersøgelse af Myntens Balancer og Lodder 1877,1877,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014042308053
2014011608184,"Mathiesen, Henrik",Olafsbrønden i Throndhjems Domkirke,1888,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014011608184
2012032024046,"Muus, B.J.",Jens Rynnings Æt,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2012032024046
2014020708009,"Ihmels, Ludwig",Jesus - hvem han var og hvad han vilde,1907,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2014020708009
2006120101004,"Aas, Einar",Sjælelære og undervisningskunst,1907,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2006120101004
2016090708107,,Turisthaandbog for Flekkefjord og omegn,1894,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2016090708107
2013102824008,Marie,I Tusmørket,1875,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2013102824008
2010092803021,"Pontoppidan, Erik",Udtog af Dr. Erich Pontoppidans Forklaring til de Eenfoldiges Nytte,1862,nob,https://urn.nb.no/URN:NBN:no-nb_digibok_2010092803021
